fc_destination_code,proxy,uvac_destination,number_of_nights,offset
SFO,US,SFO,3,82
SFO,US,SFO,3,85
SFO,US,SFO,3,88
SFO,US,SFO,3,91
SFO,US,SFO,3,94
SFO,US,SFO,3,97
SFO,US,SFO,3,100
SFO,US,SFO,3,103
SFO,US,SFO,3,106
SFO,US,SFO,3,109
SFO,US,SFO,3,112
SFO,US,SFO,3,115
SFO,US,SFO,3,118
SFO,US,SFO,3,121
SFO,US,SFO,3,124
SFO,US,SFO,3,127
SFO,US,SFO,3,130
SFO,US,SFO,3,133
SFO,US,SFO,3,136
SFO,US,SFO,3,139
SFO,US,SFO,3,142
SFO,US,SFO,3,145
SFO,US,SFO,3,148
SFO,US,SFO,3,151
SFO,US,SFO,3,154
SFO,US,SFO,3,157
SFO,US,SFO,3,160
SFO,US,SFO,3,163
SFO,US,SFO,3,167
SFO,US,SFO,3,171
SFO,US,SFO,3,175
SFO,US,SFO,3,179
SFO,US,SFO,3,183
SFO,US,SFO,3,187
SFO,US,SFO,3,191
SFO,US,SFO,3,195
SFO,US,SFO,3,226
SFO,US,SFO,3,257
SFO,US,SFO,3,288
SFO,US,SFO,3,319
SFO,US,SFO,3,350
SFO,US,SFO,3,381
SJD,US,SJD,6,7
SJD,US,SJD,6,13
SJD,US,SJD,6,19
SJD,US,SJD,6,25
SJD,US,SJD,6,31
SJD,US,SJD,6,37
SJD,US,SJD,6,43
SJD,US,SJD,6,49
SJD,US,SJD,6,55
SJD,US,SJD,6,61
SJD,US,SJD,6,67
SJD,US,SJD,6,73
SJD,US,SJD,6,79
SJD,US,SJD,6,85
SJD,US,SJD,6,91
SJD,US,SJD,6,97
SJD,US,SJD,6,103
SJD,US,SJD,6,109
SJD,US,SJD,6,115
SJD,US,SJD,6,121
SJD,US,SJD,6,127
SJD,US,SJD,6,133
SJD,US,SJD,6,139
SJD,US,SJD,6,145
SJD,US,SJD,6,151
SJD,US,SJD,6,157
SJD,US,SJD,6,163
SJD,US,SJD,6,169
SJD,US,SJD,6,175
SJD,US,SJD,6,181
SJD,US,SJD,6,187
SJD,US,SJD,6,193
SJD,US,SJD,6,199
SJD,US,SJD,6,205
SJD,US,SJD,6,211
SJD,US,SJD,6,217
SJD,US,SJD,6,223
SJD,US,SJD,6,229
SJD,US,SJD,6,235
SJD,US,SJD,6,241
SJD,US,SJD,6,247
SJD,US,SJD,6,253
SJD,US,SJD,6,259
SJD,US,SJD,6,265
SJD,US,SJD,6,271
SJD,US,SJD,6,277
SJD,US,SJD,6,283
SJD,US,SJD,6,289
SJD,US,SJD,6,295
SJD,US,SJD,6,301
SJD,US,SJD,6,307
SJD,US,SJD,6,313
SJD,US,SJD,6,319
SJD,US,SJD,6,325
SJD,US,SJD,6,331
SJD,US,SJD,6,337
SJD,US,SJD,6,343
SJD,US,SJD,6,349
SJD,US,SJD,6,355
SJD,US,SJD,6,361
SJD,US,SJD,6,367
SJD,US,SJD,6,373
SJF,US,SJF,6,7
SJF,US,SJF,6,41
SJF,US,SJF,6,75
SJF,US,SJF,6,109
SJF,US,SJF,6,143
SJF,US,SJF,6,177
SJF,US,SJF,6,211
SJF,US,SJF,6,245
SJF,US,SJF,6,279
SJF,US,SJF,6,285
SJF,US,SJF,6,291
SJF,US,SJF,6,297
SJF,US,SJF,6,303
SJF,US,SJF,6,309
SJF,US,SJF,6,315
SJF,US,SJF,6,321
SJF,US,SJF,6,327
SJF,US,SJF,6,333
SJF,US,SJF,6,339
SJF,US,SJF,6,345
SJF,US,SJF,6,351
SJF,US,SJF,6,357
SJF,US,SJF,6,363
SJF,US,SJF,6,369
SJF,US,SJF,6,375
SJU,US,SJU,5,7
SJU,US,SJU,5,12
SJU,US,SJU,5,17
SJU,US,SJU,5,22
SJU,US,SJU,5,27
SJU,US,SJU,5,32
SJU,US,SJU,5,37
SJU,US,SJU,5,42
SJU,US,SJU,5,47
SJU,US,SJU,5,52
SJU,US,SJU,5,57
SJU,US,SJU,5,62
SJU,US,SJU,5,67
SJU,US,SJU,5,72
SJU,US,SJU,5,77
SJU,US,SJU,5,82
SJU,US,SJU,5,87
SJU,US,SJU,5,92
SJU,US,SJU,5,97
SJU,US,SJU,5,102
SJU,US,SJU,5,107
SJU,US,SJU,5,112
SJU,US,SJU,5,117
SJU,US,SJU,5,122
SJU,US,SJU,5,127
SJU,US,SJU,5,132
SJU,US,SJU,5,137
SJU,US,SJU,5,142
SJU,US,SJU,5,147
SJU,US,SJU,5,152
SJU,US,SJU,5,157
SJU,US,SJU,5,162
SJU,US,SJU,5,167
SJU,US,SJU,5,172
SJU,US,SJU,5,177
SJU,US,SJU,5,182
SJU,US,SJU,5,187
SJU,US,SJU,5,192
SJU,US,SJU,5,197
SJU,US,SJU,5,202
SJU,US,SJU,5,207
SJU,US,SJU,5,212
SJU,US,SJU,5,217
SJU,US,SJU,5,222
SJU,US,SJU,5,227
SJU,US,SJU,5,232
SJU,US,SJU,5,237
SJU,US,SJU,5,242
SJU,US,SJU,5,247
SJU,US,SJU,5,252
SJU,US,SJU,5,257
SJU,US,SJU,5,262
SJU,US,SJU,5,267
SJU,US,SJU,5,272
SJU,US,SJU,5,277
SJU,US,SJU,5,282
SJU,US,SJU,5,287
SJU,US,SJU,5,292
SJU,US,SJU,5,297
SJU,US,SJU,5,302
SJU,US,SJU,5,307
SJU,US,SJU,5,312
SJU,US,SJU,5,327
SJU,US,SJU,5,342
SJU,US,SJU,5,375
STT,US,STT,6,7
STT,US,STT,6,13
STT,US,STT,6,19
STT,US,STT,6,25
STT,US,STT,6,31
STT,US,STT,6,37
STT,US,STT,6,43
STT,US,STT,6,49
STT,US,STT,6,55
STT,US,STT,6,61
STT,US,STT,6,67
STT,US,STT,6,73
STT,US,STT,6,79
STT,US,STT,6,85
STT,US,STT,6,91
STT,US,STT,6,97
STT,US,STT,6,103
STT,US,STT,6,109
STT,US,STT,6,115
STT,US,STT,6,121
STT,US,STT,6,127
STT,US,STT,6,133
STT,US,STT,6,139
STT,US,STT,6,145
STT,US,STT,6,151
STT,US,STT,6,157
STT,US,STT,6,163
STT,US,STT,6,169
STT,US,STT,6,175
STT,US,STT,6,181
STT,US,STT,6,187
STT,US,STT,6,193
STT,US,STT,6,199
STT,US,STT,6,205
STT,US,STT,6,211
STT,US,STT,6,217
STT,US,STT,6,223
STT,US,STT,6,229
STT,US,STT,6,235
STT,US,STT,6,241
STT,US,STT,6,247
STT,US,STT,6,253
STT,US,STT,6,259
STT,US,STT,6,265
STT,US,STT,6,271
STT,US,STT,6,277
STT,US,STT,6,283
STT,US,STT,6,289
STT,US,STT,6,295
STT,US,STT,6,301
STT,US,STT,6,307
STT,US,STT,6,313
STT,US,STT,6,319
STT,US,STT,6,325
STT,US,STT,6,331
STT,US,STT,6,337
STT,US,STT,6,343
STT,US,STT,6,349
STT,US,STT,6,355
STT,US,STT,6,361
STT,US,STT,6,367
STT,US,STT,6,373
STX,US,STX,6,7
STX,US,STX,6,13
STX,US,STX,6,19
STX,US,STX,6,25
STX,US,STX,6,31
STX,US,STX,6,37
STX,US,STX,6,43
STX,US,STX,6,49
STX,US,STX,6,55
STX,US,STX,6,61
STX,US,STX,6,67
STX,US,STX,6,73
STX,US,STX,6,79
STX,US,STX,6,85
STX,US,STX,6,91
STX,US,STX,6,97
STX,US,STX,6,103
STX,US,STX,6,115
STX,US,STX,6,127
STX,US,STX,6,139
STX,US,STX,6,173
STX,US,STX,6,207
STX,US,STX,6,241
STX,US,STX,6,247
STX,US,STX,6,253
STX,US,STX,6,259
STX,US,STX,6,265
STX,US,STX,6,271
STX,US,STX,6,277
STX,US,STX,6,283
STX,US,STX,6,289
STX,US,STX,6,295
STX,US,STX,6,301
STX,US,STX,6,307
STX,US,STX,6,313
STX,US,STX,6,319
STX,US,STX,6,325
STX,US,STX,6,331
STX,US,STX,6,337
STX,US,STX,6,343
STX,US,STX,6,349
STX,US,STX,6,355
STX,US,STX,6,361
STX,US,STX,6,367
STX,US,STX,6,373
SXM,US,SXM,6,7
SXM,US,SXM,6,13
SXM,US,SXM,6,19
SXM,US,SXM,6,25
SXM,US,SXM,6,31
SXM,US,SXM,6,37
SXM,US,SXM,6,43
SXM,US,SXM,6,49
SXM,US,SXM,6,55
SXM,US,SXM,6,61
SXM,US,SXM,6,67
SXM,US,SXM,6,73
SXM,US,SXM,6,79
SXM,US,SXM,6,85
SXM,US,SXM,6,91
SXM,US,SXM,6,97
SXM,US,SXM,6,103
SXM,US,SXM,6,109
SXM,US,SXM,6,115
SXM,US,SXM,6,121
SXM,US,SXM,6,127
SXM,US,SXM,6,133
SXM,US,SXM,6,139
SXM,US,SXM,6,145
SXM,US,SXM,6,151
SXM,US,SXM,6,157
SXM,US,SXM,6,163
SXM,US,SXM,6,169
SXM,US,SXM,6,175
SXM,US,SXM,6,181
SXM,US,SXM,6,187
SXM,US,SXM,6,193
SXM,US,SXM,6,199
SXM,US,SXM,6,205
SXM,US,SXM,6,211
SXM,US,SXM,6,217
SXM,US,SXM,6,223
SXM,US,SXM,6,229
SXM,US,SXM,6,235
SXM,US,SXM,6,241
SXM,US,SXM,6,247
SXM,US,SXM,6,253
SXM,US,SXM,6,259
SXM,US,SXM,6,265
SXM,US,SXM,6,271
SXM,US,SXM,6,277
SXM,US,SXM,6,283
SXM,US,SXM,6,289
SXM,US,SXM,6,295
SXM,US,SXM,6,301
SXM,US,SXM,6,307
SXM,US,SXM,6,313
SXM,US,SXM,6,319
SXM,US,SXM,6,325
SXM,US,SXM,6,331
SXM,US,SXM,6,337
SXM,US,SXM,6,343
SXM,US,SXM,6,349
SXM,US,SXM,6,355
SXM,US,SXM,6,361
SXM,US,SXM,6,367
SXM,US,SXM,6,373
SLU,US,UVF,7,7
SLU,US,UVF,7,14
SLU,US,UVF,7,21
SLU,US,UVF,7,28
SLU,US,UVF,7,35
SLU,US,UVF,7,42
SLU,US,UVF,7,49
SLU,US,UVF,7,56
SLU,US,UVF,7,63
SLU,US,UVF,7,70
SLU,US,UVF,7,77
SLU,US,UVF,7,84
SLU,US,UVF,7,91
SLU,US,UVF,7,98
SLU,US,UVF,7,105
SLU,US,UVF,7,112
SLU,US,UVF,7,119
SLU,US,UVF,7,126
SLU,US,UVF,7,133
SLU,US,UVF,7,140
SLU,US,UVF,7,147
SLU,US,UVF,7,154
SLU,US,UVF,7,161
SLU,US,UVF,7,168
SLU,US,UVF,7,175
SLU,US,UVF,7,182
SLU,US,UVF,7,189
SLU,US,UVF,7,196
SLU,US,UVF,7,203
SLU,US,UVF,7,210
SLU,US,UVF,7,217
SLU,US,UVF,7,224
SLU,US,UVF,7,231
SLU,US,UVF,7,238
SLU,US,UVF,7,245
SLU,US,UVF,7,252
SLU,US,UVF,7,259
SLU,US,UVF,7,266
SLU,US,UVF,7,273
SLU,US,UVF,7,280
SLU,US,UVF,7,287
SLU,US,UVF,7,294
SLU,US,UVF,7,301
SLU,US,UVF,7,308
SLU,US,UVF,7,315
SLU,US,UVF,7,322
SLU,US,UVF,7,329
SLU,US,UVF,7,336
SLU,US,UVF,7,343
SLU,US,UVF,7,350
SLU,US,UVF,7,357
SLU,US,UVF,7,364
SLU,US,UVF,7,371
VCE,US,VCE,2,7
VCE,US,VCE,2,9
VCE,US,VCE,2,11
VCE,US,VCE,2,13
VCE,US,VCE,2,15
VCE,US,VCE,2,17
VCE,US,VCE,2,19
VCE,US,VCE,2,21
VCE,US,VCE,2,23
VCE,US,VCE,2,25
VCE,US,VCE,2,27
VCE,US,VCE,2,29
VCE,US,VCE,2,31
VCE,US,VCE,2,33
VCE,US,VCE,2,35
VCE,US,VCE,2,37
VCE,US,VCE,2,39
VCE,US,VCE,2,41
VCE,US,VCE,2,43
VCE,US,VCE,2,45
VCE,US,VCE,2,47
VCE,US,VCE,2,49
VCE,US,VCE,2,51
VCE,US,VCE,2,53
VCE,US,VCE,2,55
VCE,US,VCE,2,57
VCE,US,VCE,2,59
VCE,US,VCE,2,61
VCE,US,VCE,2,63
VCE,US,VCE,2,65
VCE,US,VCE,2,67
VCE,US,VCE,2,69
VCE,US,VCE,2,71
VCE,US,VCE,2,73
VCE,US,VCE,2,75
VCE,US,VCE,2,77
VCE,US,VCE,2,79
VCE,US,VCE,2,81
VCE,US,VCE,2,83
VCE,US,VCE,2,85
VCE,US,VCE,2,87
VCE,US,VCE,2,89
VCE,US,VCE,2,91
VCE,US,VCE,2,93
VCE,US,VCE,2,95
VCE,US,VCE,2,97
VCE,US,VCE,2,99
VCE,US,VCE,2,101
VCE,US,VCE,2,103
VCE,US,VCE,2,106
VCE,US,VCE,2,109
VCE,US,VCE,2,112
VCE,US,VCE,2,115
VCE,US,VCE,2,118
VCE,US,VCE,2,121
VCE,US,VCE,2,124
VCE,US,VCE,2,127
VCE,US,VCE,2,130
VCE,US,VCE,2,133
VCE,US,VCE,2,150
VCE,US,VCE,2,167
VCE,US,VCE,2,197
VCE,US,VCE,2,227
VCE,US,VCE,2,257
VCE,US,VCE,2,274
VCE,US,VCE,2,291
VCE,US,VCE,2,321
VCE,US,VCE,2,351
VCE,US,VCE,2,381
WDQ,US,WDW,6,7
WDQ,US,WDW,6,13
WDQ,US,WDW,6,19
WDQ,US,WDW,6,25
WDQ,US,WDW,6,31
WDQ,US,WDW,6,37
WDQ,US,WDW,6,43
WDQ,US,WDW,6,49
WDQ,US,WDW,6,55
WDQ,US,WDW,6,61
WDQ,US,WDW,6,67
WDQ,US,WDW,6,73
WDQ,US,WDW,6,79
WDQ,US,WDW,6,85
WDQ,US,WDW,6,91
WDQ,US,WDW,6,97
WDQ,US,WDW,6,103
WDQ,US,WDW,6,109
WDQ,US,WDW,6,115
WDQ,US,WDW,6,121
WDQ,US,WDW,6,127
WDQ,US,WDW,6,133
WDQ,US,WDW,6,139
WDQ,US,WDW,6,145
WDQ,US,WDW,6,151
WDQ,US,WDW,6,157
WDQ,US,WDW,6,163
WDQ,US,WDW,6,169
WDQ,US,WDW,6,175
WDQ,US,WDW,6,181
WDQ,US,WDW,6,187
WDQ,US,WDW,6,193
WDQ,US,WDW,6,199
WDQ,US,WDW,6,205
WDQ,US,WDW,6,211
WDQ,US,WDW,6,217
WDQ,US,WDW,6,223
WDQ,US,WDW,6,229
WDQ,US,WDW,6,235
WDQ,US,WDW,6,241
WDQ,US,WDW,6,247
WDQ,US,WDW,6,253
WDQ,US,WDW,6,259
WDQ,US,WDW,6,265
WDQ,US,WDW,6,271
WDQ,US,WDW,6,277
WDQ,US,WDW,6,283
WDQ,US,WDW,6,289
WDQ,US,WDW,6,295
WDQ,US,WDW,6,301
WDQ,US,WDW,6,307
WDQ,US,WDW,6,313
WDQ,US,WDW,6,319
WDQ,US,WDW,6,325
WDQ,US,WDW,6,331
WDQ,US,WDW,6,337
WDQ,US,WDW,6,343
WDQ,US,WDW,6,349
WDQ,US,WDW,6,355
WDQ,US,WDW,6,361
WDQ,US,WDW,6,367
WDQ,US,WDW,6,373
